date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:02	11513/11513	---M-Z	200	added ('OK')	application/x-javascript	etag:%222cf9-6656b1c0-5ba0b1bcf73d5d65;gz%22	https://www.crantia.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.5	D:/coding/Digify/www.crantia.com/wp-content/plugins/contact-form-7/includes/swv/js/indexd9cd.js	(from https://www.crantia.com/)
15:12:02	13054/13054	---M-Z	200	added ('OK')	application/x-javascript	etag:%2232fe-6656b1c0-ab9f16b269096806;gz%22	https://www.crantia.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.5	D:/coding/Digify/www.crantia.com/wp-content/plugins/contact-form-7/includes/js/indexd9cd.js	(from https://www.crantia.com/)
15:12:03	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-65f58ccd-5e4227c279253301;gz%22	https://www.crantia.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/coding/Digify/www.crantia.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.crantia.com/)
15:12:03	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65f58ccd-96a4889813e6684e;gz%22	https://www.crantia.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/coding/Digify/www.crantia.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.crantia.com/)
15:12:03	23302/23302	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b06-65f58ccb-c3eee9060c06f81a;gz%22	https://www.crantia.com/wp-content/plugins/international-telephone-input-for-contact-form-7/vendor/intl-tel-input/js/intlTelInput.min.js?ver=12.1.3	D:/coding/Digify/www.crantia.com/wp-content/plugins/international-telephone-input-for-contact-form-7/vendor/intl-tel-input/js/intlTelInput.minf145.js	(from https://www.crantia.com/)
15:12:04	1177/1177	---M-Z	200	added ('OK')	application/x-javascript	etag:%22499-65f58ccb-6cf1e5c3ac40728b;gz%22	https://www.crantia.com/wp-content/plugins/international-telephone-input-for-contact-form-7/assets/js/script.min.js?ver=1.4.0	D:/coding/Digify/www.crantia.com/wp-content/plugins/international-telephone-input-for-contact-form-7/assets/js/script.min2fca.js	(from https://www.crantia.com/)
15:12:05	1106/1106	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202024%2009:42:04%20GMT	https://www.crantia.com/wp-content/themes/crantianewtheme/images/logo.png	D:/coding/Digify/www.crantia.com/wp-content/themes/crantianewtheme/images/logo.png	(from https://www.crantia.com/wp-content/themes/crantianewtheme/css/style.css?ver=1718185250)
15:12:12	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	D:/coding/Digify/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
15:12:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Jun%202024%2009:42:11%20GMT	https://www.crantia.com/a	D:/coding/Digify/www.crantia.com/a.43.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
15:12:13	66341/66341	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Jun%202024%2009:42:11%20GMT	https://www.crantia.com/alan-feldman-public-school/	D:/coding/Digify/www.crantia.com/alan-feldman-public-school/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
15:12:13	1106/1106	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Jun%202024%2009:42:12%20GMT	https://www.crantia.com/POST	D:/coding/Digify/www.crantia.com/POST	(from https://connect.facebook.net/en_US/fbevents.js)
